Electrolyte ID,LCE,S1,EC,LiFSI,LiAlO2,LiPF6,LiBF4,CsNO3,DEC,LiPO2F2,diglyme,EMC,LiBOB,Aluminium Oxide,LiNO3,FEC,"1,2-dimethoxyethane",LiTFSI,DMC,"1,3-dioxolane",VC,PC
21-7-337,0.89011,0.0060999999999999995,0.010199999999999999,0.023,0.036199999999999996,0.033100000000000004,0.041999999999999996,0.0058000000000000005,0.06,0.0361,0.1446,0.0185,0.027200000000000002,0.0056,0.0339,0.0576,0.19490000000000002,0.001,0.0342,0.0077,0.0107,0.2116
21-7-338,0.902913,0.017698230176982303,0.08669133086691332,0.035996400359964,0.021997800219978002,0.0117988201179882,0.0101989801019898,0.014898510148985102,0.015098490150984903,0.025397460253974605,0.14908509149085095,0.13638636136386365,0.03799620037996201,0.04519548045195481,0.0016998300169983004,0.0035996400359964,0.04539546045395461,0.027197280271972806,0.11078892110788922,0.07039296070392961,0.08039196080391962,0.05209479052094791
21-7-339,0.857143,0.0004999000199960008,0.05628874225154968,0.037692461507698456,0.03689262147570486,0.036192761447710456,0.030993801239752046,0.005298940211957608,0.0659868026394721,0.00639872025594881,0.06328734253149369,0.10947810437912417,0.016796640671865627,0.02859428114377124,0.022495500899820036,0.029194161167766443,0.0693861227754449,0.02829434113177364,0.10867826434713056,0.0635872825434913,0.10767846430713857,0.07628474305138971
21-7-340,,0.021204240848169634,0.013002600520104022,0.015503100620124026,0.027705541108221647,0.004900980196039208,0.045709141828365676,0.020704140828165633,0.015703140628125625,0.049009801960392084,0.15493098619723944,0.11542308461692338,0.010702140428085618,0.02270454090818164,0.010402080416083218,0.0026005201040208044,0.10712142428485698,0.021304260852170433,0.15773154630926187,0.10372074414882977,0.07261452290458092,0.007301460292058411
21-7-341,0.857143,0.020999999999999998,0.0059,0.041499999999999995,0.0308,0.0248,0.0179,0.0256,0.0222,0.009,0.1872,0.024,0.028199999999999996,0.0028,0.0054,0.0114,0.1093,0.043,0.0791,0.0639,0.0726,0.1744
21-7-342,0.230769,0.025987006496751622,0.20419790104947527,0.017591204397801097,0.0002998500749625187,0.004597701149425287,0.03548225887056471,0.01249375312343828,0.0022988505747126436,0.0352823588205897,0.13613193403298351,0.02258870564717641,0.04227886056971514,0.005397301349325337,0.05677161419290354,0.009595202398800599,0.057171414292853565,0.014192903548225885,0.08435782108945526,0.06746626686656672,0.02968515742128935,0.13613193403298351
21-7-343,0.9,0.005401620486145843,0.06792037611283386,0.04341302390717215,0.04121236370911273,0.01740522156646994,0.02350705211563469,0.0028008402520756227,0.027308192457737322,0.04171251375412623,0.04201260378113434,0.12423727118135441,0.03150945283585076,0.010203060918275482,0.011903571071321397,0.014304291287386214,0.12953886165849754,0.02080624187256177,0.011803541062318694,0.08082424727418226,0.12793838151445433,0.12423727118135441
21-7-346,0.9375,0.01103309929789368,0.10030090270812436,0.034102306920762285,0.034102306920762285,0.01103309929789368,0.034102306920762285,0.04012036108324975,0.1173520561685055,0.01103309929789368,0.10030090270812436,0.10030090270812436,0.01103309929789368,0.04012036108324975,0.01103309929789368,0.033099297893681046,0.08324974924774323,0.01103309929789368,0.033099297893681046,0.1173520561685055,0.033099297893681046,0.033099297893681046
21-7-347,0.75,0.011011011011011011,0.1141141141141141,0.03403403403403404,0.03403403403403404,0.011011011011011011,0.03403403403403404,0.04004004004004004,0.1141141141141141,0.011011011011011011,0.1141141141141141,0.0980980980980981,0.011011011011011011,0.04004004004004004,0.011011011011011011,0.03303303303303303,0.08208208208208208,0.011011011011011011,0.016016016016016016,0.1141141141141141,0.03303303303303303,0.03303303303303303
21-7-348,,0.009970089730807579,0.12462612163509472,0.028913260219341975,0.028913260219341975,0.028913260219341975,0.028913260219341975,0.03389830508474577,0.01794616151545364,0.009970089730807579,0.12462612163509472,0.12462612163509472,0.009970089730807579,0.03389830508474577,0.009970089730807579,0.01794616151545364,0.08873379860418744,0.028913260219341975,0.01794616151545364,0.01794616151545364,0.10667996011964109,0.10667996011964109
21-7-349,0.827586,0.008982035928143712,0.020958083832335328,0.008982035928143712,0.026946107784431142,0.026946107784431142,0.026946107784431142,0.030938123752495012,0.020958083832335328,0.026946107784431142,0.020958083832335328,0.12475049900199602,0.026946107784431142,0.030938123752495012,0.026946107784431142,0.041916167664670656,0.10379241516966069,0.008982035928143712,0.14570858283433133,0.020958083832335328,0.12475049900199602,0.12475049900199602
21-7-350,0.818182,0.009980039920159682,0.04491017964071856,0.009980039920159682,0.009980039920159682,0.028942115768463072,0.028942115768463072,0.033932135728542916,0.02295409181636727,0.028942115768463072,0.02295409181636727,0.13572854291417166,0.028942115768463072,0.033932135728542916,0.009980039920159682,0.04491017964071856,0.11377245508982035,0.028942115768463072,0.15868263473053892,0.02295409181636727,0.13572854291417166,0.04491017964071856
21-7-351,0.807692,0.012961116650049852,0.13559322033898308,0.0378863409770688,0.0378863409770688,0.012961116650049852,0.012961116650049852,0.043868394815553345,0.02293120638085743,0.012961116650049852,0.0448654037886341,0.13559322033898308,0.012961116650049852,0.043868394815553345,0.012961116650049852,0.0448654037886341,0.11365902293120637,0.012961116650049852,0.0448654037886341,0.02293120638085743,0.0448654037886341,0.13559322033898308
21-7-360,0.863014,0.0019960079840319364,0.11776447105788423,0.0499001996007984,0.04091816367265469,0.011976047904191617,0.03293413173652695,0.03692614770459082,0.006986027944111777,0.003992015968063873,0.07984031936127746,0.0029940119760479044,0.00409181636726547,0.043912175648702596,0.004990019960079841,0.12075848303393213,0.12774451097804393,0.0188622754491018,0.09880239520958084,0.03193612774451098,0.07285429141716566,0.08982035928143713
21-7-363,0.850746,0.004,0.09,0.032,0.023,0.034,0.018,0.009,0.028000000000000004,0.038,0.075,0.10200000000000001,0.038,0.038,0.016,0.003,0.06899999999999999,0.002,0.11599999999999999,0.095,0.034,0.137
21-7-364,,0.043,0.018,0.043,0.031,0.006,0.006,0.018,0.05500000000000001,0.043,0.018,0.128,0.006,0.043,0.006,0.018,0.128,0.006,0.128,0.128,0.11000000000000001,0.018
21-7-365,,0.006986027944111777,0.05489021956087825,0.029940119760479042,0.033932135728542916,0.007984031936127746,0.008982035928143712,0.021956087824351298,0.014970059880239521,0.021956087824351298,0.06087824351297405,0.11477045908183632,0.03493013972055888,0.026946107784431142,0.02794411177644711,0.016966067864271458,0.03992015968063873,0.028942115768463072,0.03792415169660679,0.13572854291417166,0.12674650698602796,0.1467065868263473
21-7-366,0.9,0.005,0.097,0.037,0.04,0.022,0.036,0.006,0.13799999999999998,0.031,0.027000000000000003,0.067,0.020999999999999998,0.007000000000000001,0.032,0.002,0.177,0.014000000000000002,0.08499999999999999,0.064,0.071,0.023
21-7-367,0.75,0.015,0.043,0.040999999999999995,0.002,0.004,0.020999999999999998,0.009,0.024,0.04,0.016,0.143,0.034,0.020999999999999998,0.033,0.015,0.10800000000000001,0.032,0.087,0.028000000000000004,0.141,0.146
